,0
HP:0000118 | Phenotypic abnormality,1
HP:0032192 | Hydatidiform mole,1
HP:0010881 | Abnormality of the umbilical cord,1
HP:0011409 | Abnormal placental membrane morphology,1
HP:0030919 | Low 5-minute APGAR score,1
HP:0030918 | Low 1-minute APGAR score,1
HP:0033467 | Low 10-minute APGAR score,1
HP:0034059 | Abnormal fetal physiology,1
HP:0034058 | Abnormal fetal morphology,1
HP:0011412 | Ventouse delivery,1
HP:0011413 | Shoulder dystocia,1
HP:0001788 | Premature rupture of membranes,1
HP:0030366 | Delivery by Odon device,1
HP:0030449 | Therapeutic abortion,1
HP:0012498 | Nuchal cord,1
HP:0030369 | Induced vaginal delivery,1
HP:0030365 | Vaginal birth after Caesarian,1
HP:0001623 | Breech presentation,1
HP:0011411 | Forceps delivery,1
HP:0011410 | Caesarian section,1
HP:0025700 | Anhydramnios,1
HP:0001562 | Oligohydramnios,1
HP:0001561 | Polyhydramnios,1
HP:0001563 | Fetal polyuria,1
HP:0012420 | Meconium stained amniotic fluid,1
HP:0031411 | Abnormal chromosome morphology,1
HP:0031871 | Abnormal Langerhans cell morphology,1
HP:0031340 | Abnormal lysosomal morphology,1
HP:0020155 | Abnormal oocyte morphology,1
HP:0031476 | Abnormal buccal mucosa cell morphology,1
HP:0031331 | Abnormal cardiomyocyte morphology,2
HP:0031925 | Rosette,1
HP:0031551 | Reduced cell surface marker level,1
HP:0010311 | Aplasia/Hypoplasia of the breasts,1
HP:0010313 | Breast hypertrophy,1
HP:0004404 | Abnormal nipple morphology,1
HP:0032408 | Breast mass,1
HP:0100013 | Neoplasm of the breast,2
HP:0010312 | Asymmetry of the breasts,1
HP:0000771 | Gynecomastia,1
HP:0032314 | Abnormal areolar morphology,1
HP:0031109 | Agalactia,1
HP:0100829 | Galactorrhea,1
HP:0000370 | Abnormality of the middle ear,1
HP:0012780 | Neoplasm of the ear,2
HP:0000359 | Abnormality of the inner ear,1
HP:0000356 | Abnormality of the outer ear,1
HP:0008771 | Aplasia/Hypoplasia of the ear,1
HP:0011389 | Functional abnormality of the inner ear,1
HP:0000364 | Hearing abnormality,1
HP:0030766 | Ear pain,2
HP:0100881 | Congenital mesoblastic nephroma,2
HP:0009124 | Abnormal adipose tissue morphology,1
HP:0100898 | Connective tissue nevi,2
HP:0100658 | Cellulitis,1
HP:0100699 | Scarring,1
HP:0100790 | Hernia,1
HP:0100536 | Abnormality of the fascia,1
HP:0031462 | Musculotendinous retraction,1
HP:0100685 | Abnormal Sharpey fiber morphology,1
HP:0034392 | Joint contracture,4
HP:3000050 | Abnormal odontoid tissue morphology,2
HP:0009025 | Increased connective tissue,1
HP:0010766 | Ectopic calcification,1
HP:0011843 | Abnormal musculoskeletal physiology,1
HP:0011842 | Abnormal skeletal morphology,1
HP:0009728 | Neoplasm of striated muscle,2
HP:0040172 | Abnormality of occipitofrontalis muscle,1
HP:0011805 | Abnormal skeletal muscle morphology,1
HP:0011804 | Abnormal muscle physiology,1
HP:3000036 | Abnormal head blood vessel morphology,2
HP:0000271 | Abnormality of the face,1
HP:0001965 | Abnormal scalp morphology,1
HP:0031178 | Fixed head retroflexion,1
HP:0000929 | Abnormal skull morphology,2
HP:0025669 | Abnormal neck physiology,1
HP:0025668 | Abnormal neck morphology,1
HP:0031435 | Monotonic speech,1
HP:0031436 | Increased pitch variability of speech,1
HP:0005934 | Imperfect vocal cord adduction,1
HP:0001605 | Vocal cord paralysis,2
HP:0012049 | Laryngeal dystonia,2
HP:0007024 | Pseudobulbar paralysis,5
HP:0025431 | Staccato cry,1
HP:0025430 | High-pitched cry,1
HP:0200046 | Cat cry,1
HP:0001612 | Weak cry,1
HP:0001615 | Hoarse cry,1
HP:0012431 | Episodic fatigue,1
HP:0033236 | Cognitive fatigue,1
HP:0012432 | Chronic fatigue,1
HP:0025145 | Rigors,2
HP:0033258 | Sudden unexpected death in epilepsy,1
HP:0001645 | Sudden cardiac death,2
HP:0410021 | Musty odor,1
HP:0410020 | Fish odor,1
HP:0009763 | Limb pain,2
HP:0032147 | Erythromelalgia,1
HP:0410019 | Epigastric pain,1
HP:0032171 | Bladder pain,1
HP:0030838 | Hip pain,1
HP:0012532 | Chronic pain,1
HP:0031520 | Groin pain,1
HP:0040264 | Jaw pain,1
HP:0012533 | Allodynia,1
HP:0003418 | Back pain,2
HP:0100749 | Chest pain,1
HP:0030155 | Scrotal pain,2
HP:0006649 | Costochondral pain,2
HP:0003326 | Myalgia,1
HP:0002653 | Bone pain,2
HP:0032510 | Tendon pain,1
HP:0500005 | Anal pain,1
HP:0033839 | Testicular pain,1
HP:0030943 | Vulvodynia,1
HP:0046506 | Pain in head and neck region,1
HP:0200025 | Mandibular pain,2
HP:0034267 | Pelvic pain,1
HP:0033345 | Neuralgia,1
HP:0030157 | Flank pain,1
HP:0002027 | Abdominal pain,2
HP:0032148 | Episodic pain,1
HP:0030834 | Shoulder pain,1
HP:0033050 | Pharyngalgia,2
HP:0002829 | Arthralgia,1
HP:0034265 | Mastalgia,1
HP:0033666 | Diminished physical functioning,1
HP:0033667 | Diminished mental health,1
HP:0030973 | Postexertional symptom exacerbation,1
HP:0025096 | Paroxysmal sneezing,1
HP:0032142 | Fetor hepaticus,1
HP:0031061 | Impaired toileting ability,1
HP:0031060 | Impaired ability to dress oneself,1
HP:0031063 | Impaired feeding ability,1
HP:0031059 | Impaired ability to bathe oneself,1
HP:0031062 | Impaired transferring ability,1
HP:0031064 | Impaired continence,1
HP:0100012 | Neoplasm of the eye,2
HP:0004329 | Abnormal posterior eye segment morphology,1
HP:0000667 | Phthisis bulbi,1
HP:0000591 | Abnormal sclera morphology,1
HP:0004328 | Abnormal anterior eye segment morphology,1
HP:0000553 | Abnormal uvea morphology,1
HP:0000589 | Coloboma,1
HP:0100887 | Abnormality of globe size,1
HP:0100886 | Abnormality of globe location,1
HP:0010727 | Spontaneous rupture of the globe,1
HP:0008056 | Aplasia/Hypoplasia affecting the eye,1
HP:0000539 | Abnormality of refraction,1
HP:0034251 | Abnormal corneal reflex,1
HP:0011885 | Hemorrhage of the eye,2
HP:0012632 | Abnormal intraocular pressure,1
HP:0025590 | Abnormal extraocular muscle physiology,1
HP:0030637 | Congenital stationary cone dysfunction,1
HP:0000496 | Abnormality of eye movement,1
HP:0000508 | Ptosis,1
HP:0000632 | Lacrimation abnormality,1
HP:0030453 | Abnormal visual electrophysiology,1
HP:0012155 | Decreased corneal sensation,1
HP:0000501 | Glaucoma,1
HP:0031590 | Asthenopia,1
HP:0007686 | Abnormal pupillary function,1
HP:0100533 | Inflammatory abnormality of the eye,2
HP:0025401 | Staring gaze,1
HP:0030800 | Abnormal visual accommodation,1
HP:0000504 | Abnormality of vision,1
HP:0200026 | Ocular pain,2
HP:0000223 | Abnormality of taste sensation,2
HP:0003388 | Easy fatigability,2
HP:0002015 | Dysphagia,2
HP:0000708 | Behavioral abnormality,1
HP:0012640 | Abnormality of intracranial pressure,1
HP:0011446 | Abnormality of higher mental function,1
HP:0012759 | Neurodevelopmental abnormality,1
HP:0003472 | Hypocalcemic tetany,2
HP:0011730 | Abnormal central sensory function,1
HP:0001283 | Bulbar palsy,2
HP:0031910 | Abnormal cranial nerve physiology,1
HP:0002483 | Bulbar signs,1
HP:0001250 | Seizure,1
HP:0004408 | Abnormality of the sense of smell,2
HP:0001298 | Encephalopathy,1
HP:0032504 | Lhermitte's sign,1
HP:0002200 | Pseudobulbar signs,1
HP:0009830 | Peripheral neuropathy,1
HP:0012285 | Abnormal hypothalamus physiology,3
HP:0012688 | Abnormality of pineal physiology,2
HP:0410263 | Brain imaging abnormality,1
HP:0003474 | Somatic sensory dysfunction,1
HP:0025699 | Perisylvian FDG hypermetabolism,1
HP:0100022 | Abnormality of movement,1
HP:0001311 | Abnormal nervous system electrophysiology,1
HP:0011442 | Abnormal central motor function,1
HP:0012535 | Abnormal synaptic transmission,1
HP:0002315 | Headache,1
HP:0410009 | Abnormality of the somatic nervous system,1
HP:0002270 | Abnormality of the autonomic nervous system,1
HP:0032120 | Abnormal peripheral nervous system physiology,1
HP:0410016 | Abnormality of cranial ganglion,1
HP:0410015 | Abnormality of ganglion of peripheral nervous system,1
HP:0000759 | Abnormal peripheral nervous system morphology,1
HP:0012447 | Abnormal myelination,1
HP:0002011 | Morphological central nervous system abnormality,1
HP:0012757 | Abnormal neuron morphology,1
HP:0004375 | Neoplasm of the nervous system,2
HP:0100553 | Hemihypertrophy of lower limb,3
HP:0100554 | Hemihypertrophy of upper limb,3
HP:0009809 | Abnormal upper limb metaphysis morphology,2
HP:0040070 | Abnormal upper limb bone morphology,2
HP:0008959 | Distal upper limb muscle weakness,2
HP:0001155 | Abnormality of the hand,1
HP:0003839 | Abnormality of upper limb epiphysis morphology,2
HP:0010483 | Amniotic constriction rings of arms,2
HP:0001454 | Abnormality of the upper arm,1
HP:0009810 | Abnormality of upper limb joint,2
HP:0002973 | Abnormal forearm morphology,1
HP:0012046 | Areflexia of upper limbs,2
HP:0006488 | Bowing of the arm,2
HP:0012769 | Abnormal arm span,1
HP:0001446 | Abnormality of the musculature of the upper limbs,2
HP:0010742 | Edema of the upper limbs,2
HP:0010484 | Hypertrophy of the upper limb,1
HP:0012391 | Hyporeflexia of upper limbs,2
HP:0009142 | Duplication of bones involving the upper extremities,1
HP:0009808 | Anomaly of the upper limb diaphyses,2
HP:0006496 | Aplasia/hypoplasia involving bones of the upper limbs,2
HP:0003797 | Limb-girdle muscle atrophy,2
HP:0002509 | Limb hypertonia,2
HP:0003325 | Limb-girdle muscle weakness,2
HP:0003690 | Limb muscle weakness,2
HP:0001437 | Abnormality of the musculature of the lower limbs,2
HP:0007066 | Proximal limb muscle stiffness,2
HP:0007156 | Asymmetric limb muscle stiffness,2
HP:0009028 | Generalized weakness of limb muscles,1
HP:0009128 | Aplasia/Hypoplasia involving the musculature of the extremities,2
HP:0009826 | Limb undergrowth,1
HP:0009828 | Peromelia,1
HP:0010884 | Acromelia,1
HP:0045060 | Aplasia/hypoplasia involving bones of the extremities,2
HP:0009827 | Amelia,1
HP:0009829 | Phocomelia,2
HP:0002813 | Abnormality of limb bone morphology,2
HP:0041219 | Fractured elbow,2
HP:0010495 | Amniotic constriction rings of legs,2
HP:0010741 | Pedal edema,2
HP:0010497 | Sirenomelia,1
HP:0002522 | Areflexia of lower limbs,2
HP:0002600 | Hyporeflexia of lower limbs,2
HP:0010496 | Hypertrophy of the lower limb,1
HP:0006490 | Abnormal lower-limb metaphysis morphology,2
HP:0100491 | Abnormality of lower limb joint,2
HP:0040069 | Abnormal lower limb bone morphology,2
HP:0002981 | Abnormality of the calf,1
HP:0006463 | Rickets of the lower limbs,2
HP:0006500 | Abnormality of lower limb epiphysis morphology,2
HP:0009053 | Distal lower limb muscle weakness,3
HP:0001760 | Abnormal foot morphology,1
HP:0041162 | Fractured foot bone,3
HP:0041064 | Fractured knee,2
HP:0001868 | Autoamputation of foot,2
HP:0007460 | Autoamputation of digits,2
HP:0007550 | Hypohidrosis or hyperhidrosis,1
HP:0000970 | Anhidrosis,1
HP:0025277 | Gustatory sweating,1
HP:0007459 | Generalized anhidrosis,1
HP:0007451 | Ipsilateral lack of facial sweating,1
HP:0025278 | Cold-induced sweating,1
HP:0031285 | Abnormal perifollicular morphology,1
HP:0011121 | Abnormality of skin morphology,1
HP:0008069 | Neoplasm of the skin,2
HP:0011122 | Abnormality of skin physiology,1
HP:0012842 | Skin appendage neoplasm,2
HP:0001597 | Abnormality of the nail,1
HP:0001595 | Abnormal hair morphology,1
HP:0032226 | Abnormal sebaceous gland morphology,1
HP:0000971 | Abnormal sweat gland morphology,1
HP:0010935 | Abnormality of the upper urinary tract,1
HP:0010936 | Abnormality of the lower urinary tract,1
HP:0000809 | Urinary tract atresia,1
HP:0011277 | Abnormality of the urinary system physiology,1
HP:0004871 | Perineal fistula,1
HP:0010480 | Urethral fistula,2
HP:0004321 | Bladder fistula,2
HP:0100590 | Rectal fistula,3
HP:0004320 | Vaginal fistula,2
HP:0010787 | Genital neoplasm,2
HP:0000080 | Abnormality of reproductive system physiology,1
HP:0012243 | Abnormal reproductive system morphology,1
HP:0010475 | Cloacal exstrophy,2
HP:0012621 | Persistent cloaca,1
HP:0006778 | Benign genitourinary tract neoplasm,1
HP:0006758 | Malignant genitourinary tract tumor,1
HP:0010786 | Urinary tract neoplasm,1
HP:0033799 | Abnormal circulating sex hormone concentration,1
HP:0031101 | Abnormal circulating antimullerian hormone concentration,1
HP:0032367 | Abnormal growth hormone level,1
HP:0003144 | Increased serum serotonin,1
HP:0031427 | Abnormal circulating osteocalcin level,1
HP:0012111 | Abnormality of circulating glucocorticoid level,1
HP:0031508 | Abnormal circulating thyroid hormone concentration,2
HP:0040214 | Abnormal circulating insulin concentration,1
HP:0031052 | Elevated vascular endothelial growth factor level,1
HP:0032481 | Abnormal pituitary glycoprotein hormone alpha subunit level,1
HP:0030684 | Abnormal adiponectin level,1
HP:0030352 | Abnormal serum insulin-like growth factor 1 level,1
HP:0031099 | Abnormal circulating inhibin level,1
HP:0034442 | Abnormal circulating erythropoietin concentration,1
HP:0500166 | Abnormal circulating gastrin concentration,1
HP:0004361 | Abnormal circulating leptin concentration,1
HP:0011043 | Abnormal circulating adrenocorticotropin concentration,1
HP:0012099 | Abnormality of circulating catecholamine level,1
HP:0500012 | Abnormal gonadotropin-releasing hormone concentration,1
HP:0030687 | Abnormal glucagon level,1
HP:0030338 | Abnormal circulating gonadotropin concentration,1
HP:0100031 | Neoplasm of the thyroid gland,2
HP:0100634 | Neuroendocrine neoplasm,2
HP:0100733 | Neoplasm of the parathyroid gland,2
HP:0040192 | APUdoma,1
HP:0100631 | Neoplasm of the adrenal gland,2
HP:0040277 | Neoplasm of the pituitary gland,2
HP:0006476 | Abnormality of the pancreatic islet cells,1
HP:0011732 | Abnormality of adrenal morphology,2
HP:0011733 | Abnormality of adrenal physiology,1
HP:0031218 | Inappropriate antidiuretic hormone secretion,1
HP:0031073 | Abnormal response to endocrine stimulation test,1
HP:0012681 | Abnormal pineal morphology,2
HP:0012503 | Abnormality of the pituitary gland,2
HP:0100000 | Early onset of sexual maturation,1
HP:0000135 | Hypogonadism,2
HP:0002929 | Leydig cell insensitivity to gonadotropin,1
HP:0008187 | Absence of secondary sex characteristics,1
HP:0008197 | Absence of pubertal development,1
HP:0008226 | Androgen insufficiency,1
HP:0000840 | Adrenogenital syndrome,1
HP:0008193 | Primary gonadal insufficiency,1
HP:0000841 | Hyperactive renin-angiotensin system,1
HP:0040084 | Abnormal circulating renin,1
HP:0040085 | Abnormal circulating aldosterone,1
HP:0011772 | Abnormal thyroid morphology,1
HP:0002926 | Abnormality of thyroid physiology,1
HP:0000831 | Insulin-resistant diabetes mellitus,2
HP:0004904 | Maturity-onset diabetes of the young,1
HP:0005978 | Type II diabetes mellitus,1
HP:0100651 | Type I diabetes mellitus,1
HP:0001953 | Diabetic ketoacidosis,2
HP:0010516 | Thymus hyperplasia,1
HP:0010517 | Ectopic thymus tissue,1
HP:0003357 | Thymic hormone decreased,1
HP:0100521 | Neoplasm of the thymus,2
HP:0010515 | Aplasia/Hypoplasia of the thymus,1
HP:0000863 | Central diabetes insipidus,2
HP:0009806 | Nephrogenic diabetes insipidus,1
HP:0011767 | Abnormality of the parathyroid physiology,1
HP:0011766 | Abnormality of the parathyroid morphology,1
HP:0032330 | Increased urinary 11-deoxycorticosterone level,1
HP:0003492 | High urinary gonadotropin level,1
HP:0032329 | Increased urinary 11-deoxycortisol level,1
HP:0032331 | Increased urinary 11-deoxytetrahydrocorticosterone level,1
HP:0012030 | Increased urinary cortisol level,1
HP:0002861 | Melanoma,1
HP:0030060 | Nervous tissue neoplasm,1
HP:0010566 | Hamartoma,1
HP:0100242 | Sarcoma,1
HP:0012316 | Fibrous tissue neoplasm,1
HP:0031492 | Epithelial neoplasm,1
HP:0002898 | Embryonal neoplasm,1
HP:0012288 | Neoplasm of head and neck,1
HP:0100544 | Neoplasm of the heart,2
HP:0010622 | Neoplasm of the skeletal system,2
HP:0200013 | Neoplasm of fatty tissue,2
HP:0002894 | Neoplasm of the pancreas,2
HP:0100649 | Neoplasm of the oral cavity,2
HP:0031459 | Soft tissue neoplasm,1
HP:0100001 | Malignant mesothelioma,1
HP:0100604 | Neoplasm of the lip,2
HP:0006729 | Retroperitoneal chemodectomas,1
HP:0100826 | Neoplasm of the nail,2
HP:0011675 | Arrhythmia,1
HP:0031546 | Cardiac conduction abnormality,1
HP:0003115 | Abnormal EKG,1
HP:0005185 | Global systolic dysfunction,1
HP:0006670 | Impaired myocardial contractility,1
HP:0031652 | Abnormal aortic valve physiology,1
HP:0031650 | Abnormal atrioventricular valve physiology,1
HP:0031654 | Abnormal pulmonary valve physiology,1
HP:0030149 | Cardiogenic shock,1
HP:0031276 | Obstructive shock,1
HP:0031274 | Hypovolemic shock,1
HP:0031275 | Distributive shock,1
HP:0030148 | Heart murmur,1
HP:0031661 | Abnormal second heart sound,1
HP:0031660 | Loud first heart sound,1
HP:0034421 | Ejection click,1
HP:0033113 | Gallop rhythm,1
HP:0012668 | Vasovagal syncope,1
HP:0012669 | Carotid sinus syncope,1
HP:0500173 | Reflex asystolic syncope,1
HP:0012670 | Orthostatic syncope,1
HP:0025018 | Abnormal capillary physiology,1
HP:0030850 | Abnormal pulse pressure,1
HP:0030846 | Abnormality of venous physiology,1
HP:0025323 | Abnormal arterial physiology,1
HP:0001693 | Cardiac shunt,1
HP:0011104 | Abnormality of blood volume homeostasis,1
HP:0033528 | Abnormal cardiac output,1
HP:0010947 | Abnormality of ductus venosus blood flow,1
HP:0012021 | Persistent patent ductus venosus,1
HP:0011726 | Persistent fetal circulation,1
HP:0012022 | Congenital portosystemic venous shunt,1
HP:0041095 | Decreased middle cerebral artery pulsatility index,1
HP:0034191 | Elevated fetal middle cerebral artery peak systolic velocity,1
HP:0009805 | Low-output congestive heart failure,1
HP:0001722 | High-output congestive heart failure,1
HP:0033118 | Abnormal right ventricular function,1
HP:0006683 | Abnormal ventricular filling,1
HP:0005162 | Abnormal left ventricular function,1
HP:0032263 | Increased blood pressure,1
HP:0020142 | Blood pressure substantially higher in arms than legs,1
