Id;Phenotype;Def
HP:0000627;Posterior embryotoxon;A posterior embryotoxon is the presence of a prominent and anteriorly displaced line of Schwalbe. [HPO:probinson]
HP:0000629;Periorbital fullness;Increase in periorbital soft tissue. [HPO:sdoelken]
HP:0000634;Impaired ocular abduction;An impaired ability of the eye to move in the outward direction (towards the side of the head). [HPO:probinson]
HP:0000635;Blue irides;A markedly blue coloration of the iris. [HPO:probinson]
HP:0000636;Upper eyelid coloboma;A short discontinuity of the margin of the upper eyelid. [HPO:probinson]
HP:0000637;Long palpebral fissure;"Distance between medial and lateral canthi is more than two standard deviations above the mean for age (objective); or, apparently increased length of the palpebral fissures. [PMID:19125427]"
HP:0000643;Blepharospasm;A focal dystonia that affects the muscles of the eyelids and brow, associated with involuntary recurrent spasm of both eyelids. [HPO:probinson]
HP:0000646;Amblyopia;Reduced visual acuity that is uncorrectable by lenses in the absence of detectable anatomic defects in the eye or visual pathways. [HPO:probinson]
HP:0000647;Sclerocornea;A congenital anomaly in which a part or the whole of the cornea acquires the characteristics of sclera, resulting in clouding of the cornea. [HPO:probinson]
HP:0000650;Abnormal amplitude of pattern reversal visual evoked potentials;
HP:0000651;Diplopia;Diplopia is a condition in which a single object is perceived as two images, it is also known as double vision. [HPO:probinson]
HP:0000652;Lower eyelid coloboma;A short discontinuity of the margin of the lower eyelid. [HPO:probinson]
HP:0000654;Decreased light- and dark-adapted electroretinogram amplitude;Descreased amplitude of eletrical response upon electroretinography. [HPO:probinson]
HP:0000657;Oculomotor apraxia;Ocular motor apraxia is a deficiency in voluntary, horizontal, lateral, fast eye movements (saccades) with retention of slow pursuit movements. The inability to follow objects visually is often compensated by head movements. There may be decreased smooth pursuit, and cancellation of the vestibulo-ocular reflex. [HPO:probinson, PMID:20615230]
HP:0000658;Eyelid apraxia;
HP:0000659;Peters anomaly;A form of anterior segment dysgenesis in which abnormal cleavage of the anterior chamber occurs. Peters anomaly is characterized by central, paracentral, or complete corneal opacity. [HPO:probinson]
HP:0000660;Lipemia retinalis;A creamy appearance of the retinal blood vessels that occurs when the concentration of lipids in the blood are extremely increased, with pale pink to milky white retinal vessels and altered pale reflexes from choroidal vasculature. [PMID:10379021, PMID:16120862]
HP:0000661;Palpebral fissure narrowing on adduction;
HP:0000664;Synophrys;Meeting of the medial eyebrows in the midline. [PMID:19125427]
HP:0000667;Phthisis bulbi;Atrophy of the eyeball with blindness and decreased intraocular pressure due to end-stage intraocular disease. [HPO:probinson]
HP:0000668;Hypodontia;The absence of five or less teeth from the normal series by a failure to develop. [HPO:ibailleulforestier, PMID:31468724]
HP:0000670;Carious teeth;Caries is a multifactorial bacterial infection affecting the structure of the tooth. This term has been used to describe the presence of more than expected dental caries. [HPO:probinson]
HP:0000674;Anodontia;The absence of all teeth from the normal series by a failure to develop. [HPO:ibailleulforestier, PMID:31468724]
HP:0000675;Macrodontia of permanent maxillary central incisor;Increased size of the maxillary central secondary incisor tooth. [HPO:ibailleulforestier]
HP:0000678;Dental crowding;Changes in alignment of teeth in the dental arch [PMID:19125428, PMID:31468724]
HP:0000679;Taurodontia;Increased volume of dental pulp of permanent molar characterized by a crown body-root ratio equal or larger than 1:1 or an elongated pulp chambers and apical displacement of the bifurcation or trifurcation of the roots. [HPO:ibailleulforestier, PMID:31468724]
HP:0000680;Delayed eruption of primary teeth;Delayed tooth eruption affecting the primary dentition. [HPO:ibailleulforestier]
HP:0000683;Grayish enamel;A grey discoloration of the dental enamel. [HPO:ibailleulforestier]
HP:0000694;Odontodysplasia;The diagnosis odontodysplasia requires clinical and radiological exams, in which unusually large pulp chambers and large pulp room chambers with thin enamel and dentin are visible. It may affect either a single tooth or several teeth. The term regional odontodysplasia is used if several teeth are affected. It affects the deciduous and permanent dentitions in the maxilla, the mandible or both, although the maxilla is more frequently involved. A type of dental dysplasia occurring in dentinogenesis imperfecta in which the pulp chambers are enlarged and there is a reduced amount of coronal dentin. [HPO:ibailleulforestier]
HP:0000695;Natal tooth;A tooth present at birth or erupting within the first month of life. [PMID:19125428, PMID:31468724]
HP:0000700;Periapical bone loss;Radiolucency (reflecting a reduction in the bony substance) around the apex (the tip of the dental root). [HPO:ibailleulforestier]
HP:0000705;Amelogenesis imperfecta;A developmental dysplasia of the dental enamel. [HPO:ibailleulforestier, PMID:18499550]
HP:0000710;Hyperorality;A tendency or compulsion to examine objects by mouth. [HPO:sdoelken]
HP:0000712;Emotional lability;"Unstable emotional experiences and frequent mood changes; emotions that are easily aroused, intense, and/or out of proportion to events and circumstances. [PMID:23902698]"
HP:0000713;Agitation;A state of exceeding restlessness and excessive motor activity associated with mental distress or a feeling of inner tension. [PMID:29630205]
HP:0000716;Depression;"Frequent feelings of being down, miserable, and/or hopeless; difficulty recovering from such moods; pessimism about the future; pervasive shame; feeling of inferior self-worth; thoughts of suicide and suicidal behavior. [HPO:probinson, PMID:23902698]"
HP:0000717;Autism;Autism is a neurodevelopmental disorder characterized by impaired social interaction and communication, and by restricted and repetitive behavior. Autism begins in childhood. It is marked by the presence of markedly abnormal or impaired development in social interaction and communication and a markedly restricted repertoire of activity and interest. Manifestations of the disorder vary greatly depending on the developmental level and chronological age of the individual (DSM-IV). [DDD:hvfirth]
HP:0000718;Aggressive behavior;Aggressive behavior can denote verbal aggression, physical aggression against objects, physical aggression against people, and may also include aggression towards oneself. [HPO:curators]
HP:0000721;Lack of spontaneous play;
HP:0000723;Restrictive behavior;Behavior characterized by an abnormal limitation to few interests and activities. [HPO:probinson]
HP:0000727;Frontal lobe dementia;
HP:0000728;Impaired ability to form peer relationships;
HP:0000732;Inflexible adherence to routines or rituals;
HP:0000737;Irritability;A proneness to anger, i.e., a condition of being easily bothered or annoyed. [PMID:27343883]
HP:0000740;Episodic paroxysmal anxiety;Recurrent attacks of severe anxiety, whose occurence is not restricted to any particular situation or set of circumstances and is therefore unpredictable. []
HP:0000741;Apathy;
HP:0000743;Frontal release signs;Primitive reflexes traditionally held to be a sign of disorders that affect the frontal lobes. [HPO:sdoelken]
HP:0000744;Low frustration tolerance;The feeling of frustration can be defined as an emotional reaction that occurs if a desired goal is not achieved. Frustration intolerance is defined as an age-inappropriate response to frustration characterized by crying or temper tantrums (in children) or aggressive or other undesirable behaviors. [PMID:21461367]
HP:0000749;Paroxysmal bursts of laughter;
HP:0000751;Personality changes;An abnormal shift in patterns of thinking, acting, or feeling. [HPO:probinson]
HP:0000753;Autism with high cognitive abilities;
HP:0000756;Agoraphobia;A type of anxiety disorder characterized by avoidance of public places, especially where crowds gather. [HPO:probinson]
HP:0000757;Lack of insight;
HP:0000771;Gynecomastia;Abnormal development of large mammary glands in males resulting in breast enlargement. [HPO:probinson]
HP:0000774;Narrow chest;Reduced width of the chest from side to side, associated with a reduced distance from the sternal notch to the tip of the shoulder. [HPO:probinson]
HP:0000778;Hypoplasia of the thymus;Underdevelopment of the thymus. [HPO:curators]
HP:0000786;Primary amenorrhea;
HP:0000793;Membranoproliferative glomerulonephritis;A type of glomerulonephritis characterized by diffuse mesangial cell proliferation and the thickening of capillary walls due to subendothelial extension of the mesangium. The term membranoproliferative glomerulonephritis is often employed to denote a general pattern of glomerular injury seen in a variety of disease processes that share a common pathogenetic mechanism, rather than to describe a single disease entity [PMID:19908070]
HP:0000794;IgA deposition in the glomerulus;The presence of immunoglobulin A deposits in the glomerulus. [Eurenomics:ewuehl]
HP:0000799;Renal steatosis;Abnormal fat accumulation in the kidneys. [HPO:probinson]
HP:0000800;Cystic renal dysplasia;
HP:0000802;Impotence;Inability to develop or maintain an erection of the penis. [HPO:probinson]
HP:0000804;Xanthine nephrolithiasis;The presence of xanthine-containing calculi (stones) in the kidneys. [HPO:probinson]
HP:0000807;Glandular hypospadias;
HP:0000808;Penoscrotal hypospadias;A severe form of hypospadias in which the urethral opening is located at the junction of the penis and scrotum. [HPO:probinson]
HP:0000809;Urinary tract atresia;Congenital absence of the normal opening of a structure of the urinary tract. [HPO:probinson]
HP:0000813;Bicornuate uterus;The presence of a bicornuate uterus. [HPO:probinson]
HP:0000815;Hypergonadotropic hypogonadism;Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay. [HPO:curators]
HP:0000817;Poor eye contact;Difficulty in looking at another person in the eye. [HPO:probinson]
HP:0000825;Hyperinsulinemic hypoglycemia;An increased concentration of insulin combined with a decreased concentration of glucose in the blood. [HPO:probinson]
HP:0000832;Primary hypothyroidism;A type of hypothyroidism that results from a defect in the thyroid gland. [HPO:probinson]
HP:0000839;Pituitary dwarfism;A type of reduced stature with normal proportions related to dysfunction of the pituitary gland related to either an isolated defect in the secretion of growth hormone or to panhypopituitarism, i.e., a deficit of all the anterior pituitary hormones. [HPO:probinson]
HP:0000840;Adrenogenital syndrome;Adrenogenital syndrome is also known as congenital adrenal hyperplasia, which results from disorders of steroid hormone production in the adrenal glands leading to a deficiency of cortisol. The pituitary gland reacts by increased secretion of corticotropin, which in turn causes the adrenal glands to overproduce certain intermediary hormones which have testosterone-like effects. [HPO:probinson]
