phenotypeId	phenotypeName	numberPapers
HP:0011896	Subconjunctival hemorrhage	899
HP:0011887	Choroid hemorrhage	877
HP:0011886	Hyphema	835
HP:0007902	Vitreous hemorrhage	736
HP:0033980	Paroxysmal tonic upgaze	32
HP:0000542	Impaired ocular adduction	48
HP:0033851	Oculomotor synkinesis	65
HP:0025186	Marcus Gunn jaw winking synkinesis	26
HP:0000657	Oculomotor apraxia	773
HP:0100534	Episcleritis	699
HP:0100532	Scleritis	696
HP:0007687	Unilateral ptosis	944
HP:0007838	Progressive ptosis	931
HP:0012074	Tonic pupil	261
HP:0008000	Decreased corneal reflex	780
HP:0034252	Absent corneal reflex	780
HP:0012108	Open angle glaucoma	882
HP:0012109	Angle closure glaucoma	769
HP:0012803	Anisometropia	895
HP:0100274	Gustatory lacrimation	34
HP:0030857	Eye movement-induced pain	0
HP:0000490	Deeply set eye	13
HP:0000601	Hypotelorism	171
HP:0009914	Cyclopia	332
HP:0000316	Hypertelorism	929
HP:0032107	Limbal stem cell deficiency	961
HP:0012627	Pseudoexfoliation	898
HP:0012628	Abnormal suspensory ligament of lens morphology	2
HP:0100719	Lens coloboma	189
HP:0000588	Optic disc coloboma	233
HP:0000612	Iris coloboma	301
HP:0020006	Ciliary body coloboma	26
HP:0025513	Scleral rupture	321
HP:0030823	Scleral thickening	260
HP:0007832	Pigmentation of the sclera	660
HP:0000592	Blue sclerae	418
HP:0025534	Ocular melanocytosis	106
HP:0001140	Limbal dermoid	104
HP:0031565	Abdominal situs ambiguus	140
HP:0003363	Abdominal situs inversus	710
HP:0000839	Pituitary dwarfism	910
HP:0003561	Birth length less than 3rd percentile	8
HP:0008883	Mild intrauterine growth retardation	474
HP:0008846	Severe intrauterine growth retardation	976
HP:0012569	Delayed menarche	684
HP:0025515	Delayed thelarche	57
HP:0008855	Moderate postnatal growth retardation	409
HP:0008850	Severe postnatal growth retardation	995
HP:0001530	Mild postnatal growth retardation	479
HP:0200053	Hemihypotrophy of lower limb	0
HP:0001520	Large for gestational age	981
HP:0025502	Overweight	871
HP:0001518	Small for gestational age	912
HP:0001533	Slender build	144
HP:0045082	Decreased body mass index	989
HP:0003782	Eunuchoid habitus	13
HP:0031819	Increased waist to hip ratio	999
HP:0031418	Increased body mass index	956
HP:0012773	Reduced upper to lower segment ratio	44
HP:0012774	Increased upper to lower segment ratio	116
HP:0003517	Birth length greater than 97th percentile	1
HP:0001548	Overgrowth	944
HP:0001519	Disproportionate tall stature	20
HP:0011407	Proportionate tall stature	9
HP:0003724	Shoulder girdle muscle atrophy	74
HP:0008946	Pelvic girdle amyotrophy	29
HP:0006785	Limb-girdle muscular dystrophy	914
HP:0200049	Upper limb hypertonia	962
HP:0009027	Foot dorsiflexor weakness	70
HP:0008969	Leg muscle stiffness	963
HP:0003547	Shoulder girdle muscle weakness	189
HP:0006895	Lower limb hypertonia	970
HP:0100524	Limb duplication	961
HP:0031878	Acromicria	59
HP:0410049	Abnormal radial ray morphology	195
HP:0003106	Subperiosteal bone resorption	106
HP:0003865	Bowed humerus	28
HP:0012770	Reduced arm span	78
HP:0012771	Increased arm span	142
HP:0009813	Upper limb phocomelia	100
HP:0009814	Upper limb peromelia	4
HP:0005632	Absent forearm	285
HP:0006368	Forearm reduction defects	124
HP:0033229	Brachioradialis areflexia	6
HP:0009820	Lower limb peromelia	2
HP:0006402	Distal shortening of limbs	362
HP:0009818	Amelia involving the lower limbs	20
HP:0003057	Tetraamelia	14
HP:0030721	Tetraphocomelia	20
HP:0012098	Edema of the dorsum of feet	0
HP:0009072	Decreased Achilles reflex	65
HP:0011808	Decreased patellar reflex	57
HP:0006844	Absent patellar reflexes	40
HP:0008963	Tibialis muscle weakness	480
HP:0011727	Peroneal muscle weakness	294
HP:0001886	Foot osteomyelitis	858
HP:0008110	Equinovarus deformity	904
HP:0001833	Long foot	983
HP:0032276	Prominent subcalcaneal fat pad	0
HP:0010219	Structural foot deformity	857
HP:0001786	Narrow foot	799
HP:0001854	Podagra	32
HP:0008132	Medial rotation of the medial malleolus	137
HP:0008082	Medial deviation of the foot	87
HP:0001839	Split foot	951
HP:0001769	Broad foot	989
HP:0008090	Ankylosis of feet small joints	6
HP:0008081	Pes valgus	924
HP:0006121	Acral ulceration	809
HP:0032155	Abdominal cramps	789
HP:0032545	Abdominal rigidity	962
HP:0410281	Dyspepsia	790
HP:0011848	Abdominal colic	804
HP:0002574	Episodic abdominal pain	974
HP:0003738	Exercise-induced myalgia	404
HP:0031921	Gastrocnemius myalgia	973
HP:0030811	Tongue pain	930
HP:0030833	Neck pain	803
HP:0100661	Trigeminal neuralgia	775
HP:0003419	Low back pain	681
HP:0032141	Precordial pain	446
HP:0002036	Hiatus hernia	760
HP:0009721	Shagreen patch	75
HP:0100686	Enthesitis	940
HP:0000559	Corneal scarring	839
HP:0012490	Panniculitis	648
HP:0012548	Fatty replacement of skeletal muscle	397
HP:0003761	Calcinosis	535
HP:0003725	Firm muscles	993
HP:0030951	Skeletal muscle fibrosis	946
HP:0100614	Myositis	745
HP:0003199	Decreased muscle mass	999
HP:0040291	Skeletal muscle steatosis	986
HP:0100748	Muscular edema	760
HP:0008985	Increased intramuscular fat	1000
HP:0008316	Abnormal mitochondria in muscle tissue	993
HP:0012233	Intramuscular hematoma	946
HP:0040242	Muscle hemorrhage	766
HP:0032019	Muscle eosinophilia	691
HP:0003716	Generalized muscular appearance from birth	24
HP:0001281	Tetany	515
HP:0003559	Muscle hyperirritability	47
HP:0030268	Hyperplastic callus formation	47
HP:3000052	Abnormal hyoid bone morphology	196
HP:0000943	Dysostosis multiplex	906
HP:0032458	Narrowing of medullary canal	82
HP:0008703	Gonadal calcification	211
HP:0008754	Laryngeal calcification	173
HP:0007618	Subcutaneous calcification	931
HP:0002787	Tracheal calcification	167
HP:0007862	Retinal calcification	539
HP:0025520	Calcinosis cutis	390
HP:0008131	Tarsal stippling	3
HP:0006514	Intraalveolar nodular calcifications	2
HP:0005213	Pancreatic calcification	899
HP:0005645	Intervertebral disk calcification	395
HP:0006559	Hepatic calcification	640
HP:0010512	Adrenal calcification	406
HP:0025477	Periarticular calcification	237
HP:0006637	Sternal punctate calcifications	0
HP:0025407	Rectourethral fistula	450
HP:0004792	Rectoperineal fistula	64
HP:0000143	Rectovaginal fistula	828
HP:0008716	Urethrovaginal fistula	146
HP:0001586	Vesicovaginal fistula	795
HP:0005218	Anoperineal fistula	29
HP:0003249	Genital ulcers	835
HP:0003252	Anteriorly displaced genitalia	16
HP:0100517	Neoplasm of the urethra	770
HP:0410173	Increased circulating troponin I concentration	145
HP:0410174	Increased circulating troponin T concentration	120
HP:0001640	Cardiomegaly	748
HP:0010942	Echogenic intracardiac focus	82
HP:0025671	Fetal pericardial effusion	285
HP:0001195	Single umbilical artery	956
HP:0006690	Myocardial calcification	865
HP:0001658	Myocardial infarction	405
HP:0010532	Paroxysmal vertigo	920
HP:0030183	Impaired visually enhanced vestibulo-ocular reflex	15
HP:0008568	Vestibular areflexia	513
HP:0008513	Bilateral conductive hearing impairment	750
HP:0008607	Progressive conductive hearing impairment	298
HP:0040119	Unilateral conductive hearing impairment	547
HP:0008591	Congenital conductive hearing impairment	588
HP:0008598	Mild conductive hearing impairment	345
HP:0012717	Severe conductive hearing impairment	699
HP:0011265	Cleft earlobe	40
HP:0009748	Large earlobe	69
HP:0009907	Attached earlobe	38
HP:0009908	Anterior creases of earlobe	4
HP:0009909	Uplifted earlobe	3
HP:0011234	Absent antihelix	10
HP:0009739	Hypoplasia of the antihelix	83
HP:0011236	Angulated antihelix	2
HP:0000395	Prominent antihelix	68
HP:0002265	Large fleshy ears	7
HP:0100663	Synotia	21
HP:0008541	Superiorly displaced ears	9
HP:0040080	Anteverted ears	81
HP:0030026	Squared superior portion of helix	0
HP:0011261	Darwin tubercle of helix	8
HP:0008528	Long hairs growing from helix of pinna	0
HP:0000391	Thickened helices	172
HP:0009905	Thin ear helix	10
HP:0008523	Posterior helix pit	5
HP:0009904	Prominent ear helix	60
HP:0011270	Duplicated tragus	8
HP:0011271	Prominent tragus	25
HP:0008593	Prominent antitragus	6
HP:0011251	Underdeveloped antitragus	0
HP:0008588	Slit-like opening of the exterior auditory meatus	0
HP:0008586	Hypoplasia of the cochlea	901
HP:0011375	Cochlear aplasia	932
HP:0011267	Microtia, third degree	11
HP:0011266	Microtia, first degree	25
HP:0008569	Microtia, second degree	17
HP:0011388	Enlarged cochlear aqueduct	178
HP:0005102	Cochlear degeneration	999
HP:0004458	Dilatated internal auditory canal	33
HP:0011386	Narrow internal auditory canal	101
HP:0011387	Enlarged vestibular aqueduct	388
HP:0011379	Dilated vestibule of the inner ear	66
HP:0025436	Elevated serum 11-deoxycortisol	27
HP:0001579	Primary hypercortisolism	893
HP:0020200	Increased circulating 18-hydroxycortisone level	0
HP:0008214	Decreased serum estradiol	1000
HP:0025134	Increased serum estradiol	1000
HP:0040171	Decreased serum testosterone concentration	1000
HP:0030088	Increased serum testosterone level	1000
HP:0025380	Increased circulating androstenedione concentration	146
HP:0031214	Decreased circulating dehydroepiandrosterone concentration	112
HP:0033810	Decreased circulating dihydrotestosterone concentration	55
HP:0008245	Pituitary hypothyroidism	803
HP:0100647	Graves disease	722
HP:0000866	Euthyroid multinodular goiter	256
HP:0005987	Multinodular goiter	932
HP:0011756	Posterior pituitary agenesis	275
HP:0011755	Ectopic posterior pituitary	240
HP:0011757	Posterior pituitary hypoplasia	321
HP:0000870	Increased circulating prolactin concentration	252
HP:0011749	Adrenocorticotropic hormone excess	631
HP:0010627	Anterior pituitary hypoplasia	970
HP:0010626	Anterior pituitary agenesis	969
HP:0410279	Atrophic pituitary gland	248
HP:0008259	Adrenocorticotropin receptor defect	148
HP:0011735	Adrenocorticotropin deficient adrenal insufficiency	408
HP:0004319	Decreased circulating aldosterone level	296
HP:0011746	Secretory adrenocortical adenoma	31
HP:0006715	Glomus tympanicum paraganglioma	108
HP:0003001	Glomus jugular tumor	388
HP:0002886	Vagal paraganglioma	173
HP:0030446	Atypical pulmonary carcinoid tumor	684
HP:0008291	Pituitary corticotropic cell adenoma	903
HP:0011759	Pituitary gonadotropic cell adenoma	84
HP:0011762	Pituitary thyrotropic cell adenoma	40
HP:0011761	Pituitary null cell adenoma	208
HP:0011760	Pituitary growth hormone cell adenoma	994
HP:0006522	Repeated pneumothoraces	33
HP:0004469	Chronic bronchitis	914
HP:0032980	Absent bronchoalveolar surfactant-protein C	5
HP:0032981	Absent bronchoalveolar dimeric surfactant-protein B	1
HP:0032987	Elevated bronchoalveolar lavage fluid eosinophil proportion	19
HP:0032977	Elevated bronchoalveolar lavage fluid neutrophil proportion	28
HP:0032976	Elevated bronchoalveolar lavage fluid lymphocyte proportion	42
HP:0033208	Alveolar capillary dysplasia	200
HP:0030707	Unilateral lung agenesis	216
HP:0033210	Congenital alveolar dysplasia	749
HP:0002089	Pulmonary hypoplasia	847
HP:0005944	Bilateral lung agenesis	21
HP:0033183	Bilobed right lung	14
HP:0033255	Congenital lobar overinflation	39
HP:0011861	Bilateral trilobed lung	3
HP:0006552	Fibrocystic lung disease	46
HP:0033328	Type II pneumocyte hyperplasia	388
HP:0006527	Lymphocytic interstitial pneumonia	923
HP:0025180	Centrilobular ground-glass opacification on pulmonary HRCT	4
HP:0033638	Intralobular septal thickening	55
HP:0009555	Hypoplasia of the pharynx	881
HP:0005478	Prominent frontal sinuses	68
HP:0001601	Laryngomalacia	652
HP:0008751	Laryngeal cleft	196
HP:0008749	Laryngeal hypoplasia	883
HP:0008747	Cartilaginous ossification of larynx	74
HP:0005950	Laryngeal web	571
HP:0008744	Abnormal aryepiglottic fold morphology	13
HP:0008750	Laryngeal atresia	884
HP:0008752	Laryngeal cartilage malformation	510
HP:0001607	Subglottic stenosis	900
HP:0006511	Laryngeal stridor	846
HP:0025425	Laryngospasm	876
HP:0100501	Recurrent bronchiolitis	660
HP:0008755	Laryngotracheomalacia	26
HP:0100682	Tracheal atresia	829
HP:0004894	Laryngotracheal stenosis	852
HP:0010536	Central sleep apnea	756
HP:0002870	Obstructive sleep apnea	744
HP:0030863	Nasal flaring	157
HP:0004885	Episodic respiratory distress	852
HP:0030874	Oxygen desaturation on exertion	162
HP:0005951	Progressive inspiratory stridor	95
HP:0004886	Congenital laryngeal stridor	161
HP:0011414	Hydropic placenta	716
HP:0001989	Fetal akinesia sequence	46
HP:0011129	Bilateral fetal pyelectasis	34
HP:0025677	Fetal chylothorax	108
HP:0009745	Spinal arachnoid cyst	648
HP:0100775	Dural ectasia	271
HP:0100010	Spinal meningioma	864
HP:0500089	Optic nerve sheath meningioma	267
HP:0100009	Intracranial meningioma	944
HP:0002454	Eye of the tiger anomaly of globus pallidus	9
HP:0012678	Iron accumulation in substantia nigra	436
HP:0033645	Midline brainstem cleft	2
HP:0012793	Kinked brainstem	33
HP:0002508	Brainstem dysplasia	491
HP:0002512	Brain stem compression	933
HP:0034254	Face of the giant panda sign	7
HP:0002419	Molar tooth sign on MRI	171
HP:0002410	Aqueductal stenosis	810
HP:0100960	Lateral ventricular asymmetry	103
HP:0002416	Subependymal cysts	113
HP:0002507	Semilobar holoprosencephaly	842
HP:0006988	Alobar holoprosencephaly	843
HP:0025670	Syntelencephaly	21
HP:0006870	Lobar holoprosencephaly	843
HP:0009879	Simplified gyral pattern	100
HP:0007227	Macrogyria	876
HP:0007354	Amyotrophic lateral sclerosis	671
HP:0040140	Degeneration of the striatum	982
HP:0002528	Granulovacuolar degeneration	112
HP:0002314	Degeneration of the lateral corticospinal tracts	219
HP:0007117	Corticospinal tract atrophy	379
HP:0003463	Increased extraneuronal autofluorescent lipopigment	0
HP:0002074	Increased neuronal autofluorescent lipopigment	7
HP:0041043	Neutrophil nuclear clefts	5
HP:0010953	Noncommunicating hydrocephalus	865
HP:0002343	Normal pressure hydrocephalus	823
HP:0006882	Severe hydrocephalus	978
HP:0001334	Communicating hydrocephalus	849
HP:0030978	Decreased CSF/serum albumin ratio	30
HP:0007016	Corticospinal tract hypoplasia	613
HP:0100842	Septo-optic dysplasia	352
HP:0002365	Hypoplasia of the brainstem	921
HP:0012642	Cerebellar agenesis	863
HP:0010999	Aplasia of the optic tract	208
HP:0007096	Hypoplasia of the optic tract	215
HP:0007313	Cerebral degeneration	974
HP:0006964	Cerebral cortical neurodegeneration	978
HP:0007371	Corpus callosum atrophy	986
HP:0007348	Hypoplasia of the pyramidal tract	358
HP:0006955	Olivopontocerebellar hypoplasia	173
HP:0002341	Cervical cord compression	960
HP:0030708	Myeloschisis	123
HP:0007006	Dorsal column degeneration	233
HP:0006825	Pallor of dorsal columns of the spinal cord	0
HP:0003396	Syringomyelia	787
HP:0100565	Hydromyelia	92
HP:0002144	Tethered cord	818
HP:0031939	Conus terminalis arteriovenous malformation	885
HP:0006799	Basal ganglia cysts	117
HP:0012488	Intraventricular arachnoid cyst	84
HP:0012489	Suprasellar arachnoid cyst	181
HP:0007041	Chronic lymphocytic meningitis	635
HP:0007274	Recurrent bacterial meningitis	473
HP:0007162	Diffuse demyelination of the cerebral white matter	993
HP:0007258	Severe demyelination of the white matter	999
HP:0002545	Patchy demyelination of subcortical white matter	13
HP:0006808	Cerebral hypomyelination	953
HP:0003269	Sudanophilic leukodystrophy	444
HP:0033369	Cavitating leukodystrophy	18
HP:0006978	Dysmyelinating leukodystrophy	125
HP:0012765	Widened cerebellar subarachnoid space	1
HP:0012766	Widened cerebral subarachnoid space	32
HP:0100709	Reduction of oligodendroglia	999
HP:0002446	Astrocytosis	958
HP:0011960	Substantia nigra gliosis	314
HP:0006999	Basal ganglia gliosis	541
HP:0012698	Cerebellar gliosis	608
HP:0010796	Brainstem glioma	881
HP:0033681	Oligodendroglioma	911
HP:0010795	Cerebellar glioma	944
HP:0012174	Glioblastoma multiforme	892
HP:0002888	Ependymoma	910
HP:0009734	Optic nerve glioma	749
HP:0003400	Basal lamina onion bulb formation	7
HP:0003387	Decreased number of large peripheral myelinated nerve fibers	24
HP:0007249	Decreased number of small peripheral myelinated nerve fibers	19
HP:0007208	Irregular myelin loops	6
HP:0030175	Myelin tomacula	47
HP:0004336	Myelin outfoldings	54
HP:0003481	Segmental peripheral demyelination/remyelination	2
HP:0007107	Segmental peripheral demyelination	281
HP:0010826	Abnormality of the twelfth cranial nerve	193
HP:0034347	Greater auricular nerve thickening	6
HP:0007958	Optic atrophy from cranial nerve compression	64
HP:0007233	Clusters of axonal regeneration	272
HP:0045054	Brachial plexus neuropathy	813
HP:0004463	Absent brainstem auditory responses	360
HP:0004466	Prolonged brainstem auditory evoked potentials	415
HP:0100291	Abnormality of central somatosensory evoked potentials	283
HP:0100290	Abnormality of peripheral somatosensory evoked potentials	182
HP:0001312	Giant somatosensory evoked potentials	95
HP:0001340	Enhancement of the C-reflex	11
HP:0007104	Prolonged somatosensory evoked potentials	437
HP:0032988	Persistent head lag	25
HP:0010862	Delayed fine motor development	722
HP:0011343	Moderate global developmental delay	255
HP:0011344	Severe global developmental delay	977
HP:0011342	Mild global developmental delay	315
HP:0012736	Profound global developmental delay	146
HP:0001344	Absent speech	987
HP:0003436	Prolonged miniature endplate currents	19
HP:0003402	Decreased miniature endplate potentials	108
HP:0003397	Generalized hypotonia due to defect at the neuromuscular junction	11
HP:0030202	Favorable response of weakness to acetylcholine esterase inhibitors	4
HP:0030203	Unfavorable response of muscle weakness to acetylcholine esterase inhibitors	0
HP:0008760	Violent behavior	997
HP:0000718	Aggressive behavior	994
HP:0012672	Akinetic mutism	300
HP:0000741	Apathy	878
HP:0030216	Inertia	931
HP:0012671	Abulia	99
HP:0100710	Impulsivity	962
HP:0030220	Socially inappropriate behavior	977
HP:0030215	Inappropriate crying	62
HP:0012076	Borderline personality disorder	853
HP:0000756	Agoraphobia	932
HP:0025269	Panic attack	871
