phenotype1	phenotype2	lin	cos
Horizontal pendular nystagmus	Delirium	4.7877152157943535e-05	0.12820993
Normochromic microcytic anemia	Pallidal degeneration	3.993272169545075e-05	0.15536964
Hashimoto thyroiditis	Esophageal ulceration	4.982193529809303e-05	0.121281855
Umbilical hernia	Hip osteoarthritis	0.1024151524110808	0.21947977
Periorbital wrinkles	Cystoid macular degeneration	4.63062709617351e-05	0.2549743
Paroxysmal drowsiness	Smooth muscle antibody positivity	4.433252921306609e-05	0.16445011
Jerky head movements	Adrenal medullary hypoplasia	4.1527089114850486e-05	0.20730564
Aqueductal stenosis	Shoulder girdle muscle weakness	5.554805395325241e-05	0.26759666
Numerous nevi	Severe muscular hypotonia	5.982926574529607e-05	0.09133232
Scapular winging	Confluent hyperintensity of cerebral white matter on MRI	0.0001471371386978	0.1722315
Generalized amyloid deposition	Transient global amnesia	9.093229424222476e-05	0.43228832
Transverse vaginal septum	Orchitis	0.2506797885570254	0.2147842
Slender nose	Hypergonadotropic hypogonadism	5.554805395325241e-05	0.2937184
Arachnodactyly	Dorsal subluxation of ulna	0.2250967042408082	0.3106087
Compensated hypothyroidism	Dysmenorrhea	4.513091349926087e-05	0.24098517
Cholecystitis	Frequent falls	6.051221772605084e-05	0.029248707
Acute megakaryocytic leukemia	Pneumocystis jirovecii pneumonia	0.1966185846648424	0.21875694
Ankle swelling	Hypoplasia of proximal fibula	0.1688020333239297	0.27621117
Hypertrophic nerve changes	Tarlov cyst	0.1260037284622653	0.19917093
Femoral retroversion	Ectopic ossification in ligament tissue	0.1005700724803204	0.28357053
Stage 5 chronic kidney disease	Periarticular calcification	5.733939378080981e-05	0.17620829
Reduced dihydropyrimidine dehydrogenase level	Cerebellar edema	4.325406564155514e-05	0.20488256
Menorrhagia	Congenital hypoparathyroidism	5.331903917150742e-05	0.13514999
Broad foot	Nodular corneal dystrophy	4.859730955435236e-05	0.07119226
Low back pain	Hypoplastic pelvis	0.1220456916258001	0.37023434
Ulnar bowing	Premature coronary artery atherosclerosis	5.605677800716349e-05	0.13098015
Periorbital hyperpigmentation	Respiratory alkalosis	4.577027209409902e-05	0.21472317
Cardiomegaly	Priapism	5.441127930237193e-05	0.33114433
Fair hair	Venous malformation	5.2731814525986136e-05	0.08155429
Recurrent cerebral hemorrhage	Perifolliculitis	4.2520165072717376e-05	0.11402784
Follicular hyperkeratosis	Cochlear aplasia	5.068044793030368e-05	0.19405492
Piebaldism	Postprandial hyperglycemia	4.433252921306609e-05	0.07337188
Elbow flexion contracture	Pseudobulbar paralysis	6.312671237295269e-05	0.22974339
Square face	Neoplasm of the pharynx	0.2900341944630868	0.046742804
Macrovesicular hepatic steatosis	Constrictive pericarditis	4.846394887683536e-05	0.26587358
Hypogonadotropic hypogonadism	EMG: chronic denervation signs	6.035700793129114e-05	0.30646032
Emotional lability	Pharyngeal edema	5.360675626316975e-05	0.19417769
Calcification of falx cerebri	Type D brachydactyly	0.0942505901583826	0.017384844
Limited neck range of motion	Weak extraocular muscles	4.513091349926087e-05	0.3437662
Pleural lymphangiectasia	Antimitochondrial antibody positivity	0.1815208606432466	0.22651997
Square pelvis bone	Urinary bladder inflammation	9.093229424222476e-05	0.18370983
Pectoralis hypoplasia	Interstitial cardiac fibrosis	4.513091349926087e-05	0.15257174
Decreased hip abduction	Fundus albipunctatus	4.475678658742209e-05	-0.0042345673
Acanthosis nigricans	Flat cornea	5.617645738758445e-05	0.12261535
Dislocated wrist	Neck muscle hypertrophy	0.1180403112184854	0.19315895
Large sella turcica	Follicular thyroid carcinoma	4.577027209409902e-05	0.22137222
Congenital hypertrophy of left ventricle	Pineal cyst	4.2520165072717376e-05	0.33250356
Plethora	Biliary tract obstruction	4.1527089114850486e-05	0.0809283
Endocardial fibrosis	Foamy urine	9.964387059618608e-05	0.12742423
Impaired ADP-induced platelet aggregation	Chronic monilial nail infection	4.846394887683536e-05	0.12854046
Hematemesis	Loss of facial expression	4.475678658742209e-05	0.051790074
Tongue telangiectasia	Elevated right atrial pressure	0.1428810975225989	0.059985593
Nemaline bodies	Reduced C-peptide level	5.253471651082554e-05	0.19279224
Long fibula	Ankle pain	0.0967051855985362	0.32276982
Antegonial notching of mandible	Tortuous lymphatic vessels	4.1527089114850486e-05	0.08034965
Acanthosis nigricans	Craniofacial asymmetry	5.402599264771722e-05	0.16468367
Downturned corners of mouth	Secretory diarrhea	6.575662790436058e-05	0.15386342
Depletion of mitochondrial DNA in liver	Delayed femoral head ossification	3.993272169545075e-05	0.24807435
Mandibulofacial dysostosis	Acral ulceration	5.232854831112207e-05	0.13879144
Congenital sensorineural hearing impairment	Myofibromatosis	5.125821869171633e-05	0.2201749
Soft tissue swelling of interphalangeal joints	Decreased platelet glycoprotein Ib	3.993272169545075e-05	0.22658396
Enlarged lacrimal glands	Isosexual precocious puberty	3.993272169545075e-05	0.13384694
Cleft vertebral arch	Macular hyperpigmented dermopathy	3.993272169545075e-05	0.0899917
Decreased cervical spine mobility	Ocular hypertension	4.771461865001634e-05	0.097842075
Marked delay in bone age	Nodular regenerative hyperplasia of liver	4.433252921306609e-05	0.081329934
Metatarsus adductus	Chondritis of pinna	0.112030466809622	0.24256569
Short nose	Pulmonary arteriovenous malformation	6.542431290947534e-05	0.12761527
Protruding ear	Metatarsus adductus	7.52697258915092e-05	0.19221845
Short third metatarsal	Fiber type grouping	0.0661500743451767	0.12427501
Uterine leiomyoma	Madelung deformity	4.7877152157943535e-05	0.058361545
Generalized amyloid deposition	Impaired growth-hormone response to insulin stimulation test	4.546614712111239e-05	0.32161504
Absence of Stensen duct	Cochlear degeneration	4.63062709617351e-05	0.24417877
Anarthria	Abnormality of the sphenoid sinus	9.435605386316376e-05	0.25736767
Refractory macrocytic anemia	Absent nasal bridge	4.2520165072717376e-05	0.19259414
Prominent nasal bridge	Pulmonary thromboembolism	5.476811755106632e-05	0.10741359
Penoscrotal hypospadias	Recurrent aspiration pneumonia	5.2731814525986136e-05	0.12613454
Ventricular septal hypertrophy	Abetalipoproteinemia	4.654557084673223e-05	0.21036637
Patellar hypoplasia	Thoracic kyphoscoliosis	0.1150863260935799	0.34592506
Allergic rhinitis	Induced vaginal delivery	0.0001087550021421	0.06985937
Prolonged prothrombin time	Thyroid crisis	0.0001232614824682	0.2932884
Multiple mitochondrial DNA deletions	Cardiac total anomalous pulmonary venous connection	4.63062709617351e-05	0.34619176
Hypertelorism	Poor eye contact	9.785153722526786e-05	0.090116814
Aplasia of the ulna	White papule	0.0001018130834672	0.087275505
Increased B cell count	Weak extraocular muscles	4.577027209409902e-05	0.04883253
Hypophosphatemic rickets	Mild conductive hearing impairment	0.0001128608621016	0.16346787
Type D brachydactyly	Ocular flutter	4.325406564155514e-05	0.08570141
Budd-Chiari syndrome	Ovarian dermoid cyst	9.093229424222476e-05	0.049092837
Broad neck	Peripheral nerve compression	5.08325315417379e-05	0.24781552
Short lower limbs	Exudative retinal detachment	4.885073886735671e-05	0.1036417
Right-to-left shunt	Axial muscle weakness	5.018735786356822e-05	0.10023489
Uterine prolapse	Spondylitis	0.0639290681052629	0.25346497
Keratoglobus	Aplasia of the bladder	4.546614712111239e-05	0.14960724
Generalized hirsutism	Sacral lipoma	4.63062709617351e-05	0.18914351
Diaphragmatic paralysis	Deep cerebral white matter hyperintensities	0.1524019502811544	0.19710706
Diastasis recti	Pseudobulbar behavioral symptoms	5.035839919835104e-05	0.23316486
Respiratory paralysis	Sulfite oxidase deficiency	4.63062709617351e-05	0.22173038
Congenital hepatic fibrosis	Hypothalamic atrophy	9.093229424222476e-05	0.35728088
Elevated circulating catecholamine level	Lumbosacral meningocele	4.433252921306609e-05	0.17767523
Overlapping toe	Pontocerebellar atrophy	5.9168390826804696e-05	0.14939256
Flat forehead	Amegakaryocytic thrombocytopenia	4.9202003447767416e-05	0.11560959
Polysplenia	Freezing of gait	4.803278487698834e-05	0.09717837
Prolonged G2 phase of cell cycle	Restricted large joint movement	4.325406564155514e-05	0.15196976
Euthyroid hyperthyroxinemia	Increased pineal volume	0.5896587108401806	0.2209342
Hypoplastic spleen	Increased antimullerian hormone level	9.435605386316376e-05	0.1526471
Broad philtrum	Duodenal ulcer	5.58340931217808e-05	0.07876032
Hyperprolinemia	Shoulder pain	0.0001072135125263	0.19413465
Premature delivery because of cervical insufficiency or membrane fragility	Nonprogressive visual loss	3.993272169545075e-05	0.17769848
Undetectable electroretinogram	Hypoplasia of the retina	0.1290840638855433	0.3589913
Antenatal intracerebral hemorrhage	Progressive ophthalmoplegia	4.1527089114850486e-05	0.31537917
Large hands	Fibrocystic lung disease	4.8726132196001617e-05	0.122203
Impaired ocular abduction	Short humerus	5.486108088690776e-05	0.25991702
Trimethylaminuria	Conical incisor	4.63062709617351e-05	-0.029312612
Thickened ribs	Thoracic kyphoscoliosis	0.3195388396973468	0.40156978
Mitral annular calcification	Progressive pes cavus	3.993272169545075e-05	0.32508105
Paroxysmal dystonia	Esophageal spasms	0.0001037699496293	0.47002685
Recurrent paroxysmal headache	Prolonged neonatal jaundice	5.4134178713156775e-05	0.2348462
Propionyl-CoA carboxylase deficiency	Lymphocytic interstitial pneumonia	4.433252921306609e-05	0.27535963
Cubitus valgus	Mobitz I atrioventricular block	0.0001386882670812	0.13315822
Increased iduronate sulfatase level	Unilateral vocal cord paralysis	4.2520165072717376e-05	0.08298315
Reduced vital capacity	Short nasal bridge	4.787715215794353e-05	0.22484137
Synophrys	Piebaldism	0.1854715719061078	0.2189863
Hypertrophic auricular cartilage	Intralobular septal thickening	4.1527089114850486e-05	0.37459925
Postaxial polydactyly type A	Long second metacarpal	0.2456842660835153	0.3605981
Multiple enchondromatosis	Deep dermatophytosis	4.325406564155514e-05	0.25347304
Buphthalmos	Hereditary nonpolyposis colorectal carcinoma	5.319004968039924e-05	0.047651965
Thick skull base	Cleft of alveolar ridge of maxilla	0.0980405708702504	0.2965925
Neuronal loss in the cerebral cortex	Dry hair	5.000878978756325e-05	0.19072899
Centrally nucleated skeletal muscle fibers	Denervation of the diaphragm	0.2247328235831327	0.19363843
Recurrent bronchopulmonary infections	Macrogyria	4.803278487698834e-05	0.087988816
Sudden episodic apnea	Mild intrauterine growth retardation	4.325406564155514e-05	0.2576466
Peripheral cystoid retinal degeneration	Hypocapnia	7.98654433909015e-05	0.32880643
Cryptophthalmos	Urachus fistula	4.433252921306609e-05	0.16242363
Recurrent opportunistic infections	Iron accumulation in substantia nigra	4.325406564155514e-05	0.095745444
Multiple pterygia	Angina pectoris	5.132517819247823e-05	0.3190022
Dysgenesis of the cerebellar vermis	Incomprehensible speech	0.0717681574968492	0.19113857
Supernumerary maxillary incisor	Left ventricular noncompaction cardiomyopathy	4.546614712111239e-05	0.09020016
Paroxysmal nocturnal hemoglobinuria	Hurthle cell thyroid adenoma	4.2520165072717376e-05	0.19069254
Periorbital wrinkles	Hypercapnia	4.717802693158189e-05	0.13325906
Impaired gluconeogenesis	Bounding pulse	9.093229424222476e-05	0.03231304
Uterus didelphys	Anisopoikilocytosis	5.035839919835104e-05	0.16553912
Long clavicles	Hypertensive retinopathy	5.009905952003411e-05	0.11471096
Polyneuropathy	Retrocollis	0.1082567415490597	0.25523156
Weak cry	Abnormal caudate nucleus morphology	5.748932148775545e-05	0.096471794
Fundus atrophy	Bone pain	5.376354883792309e-05	0.12703043
Premature occlusive vascular stenosis	Inflammatory myopathy	4.1527089114850486e-05	0.20891477
Wide humerus	Nodular corneal dystrophy	3.993272169545075e-05	0.10926435
Delayed eruption of permanent teeth	Hypoplastic areola	5.164509580017892e-05	0.20864569
Diffuse demyelination of the cerebral white matter	Anterior segment of eye aplasia	4.1527089114850486e-05	0.12509835
Inverted nipples	Renal angiomyolipoma	5.662943385988448e-05	0.13583493
Severe sensorineural hearing impairment	Loud snoring	4.325406564155514e-05	0.31598926
Deformed radius	Elevated urinary dopamine	4.1527089114850486e-05	0.24241623
Caudate atrophy	Citrullinuria	4.475678658742209e-05	0.42533502
Thrombocytosis	Low pulse pressure	0.0001241278323628	0.1828528
Sinus bradycardia	Abnormal alpha granule content	4.754448578692532e-05	0.06144546
Congenital laryngeal stridor	Agenesis of canine	4.2520165072717376e-05	0.28886598
Mandibular prognathia	Thick hair	6.913988576864817e-05	0.1725057
Renal salt wasting	Costal cartilage calcification	5.211234515883936e-05	0.23492679
Recurrent Staphylococcus aureus infections	Flattened femoral head	4.717802693158188e-05	0.16502818
Cystoid macular degeneration	Parietal cortical atrophy	4.433252921306609e-05	0.41987562
Esophageal stricture	Noncommunicating hydrocephalus	4.803278487698834e-05	0.2164169
High, narrow palate	Increased fecal bile acid	5.253471651082554e-05	0.12730724
Subperiosteal bone resorption	Bilateral postaxial polydactyly	0.1783442602996227	0.12222987
Ocular albinism	Paget disease of bone	4.94196762868381e-05	0.19914354
Spastic tetraparesis	Weak voice	6.084249374742908e-05	0.19087093
Cavernous hemangioma of the face	C2-C3 subluxation	4.1527089114850486e-05	0.1761462
Epidermal hyperkeratosis	Total ophthalmoplegia	4.577027209409902e-05	0.14691731
Precocious puberty in males	Incisor macrodontia	4.676934355271362e-05	0.19248432
Poor appetite	Anti-glutamic acid decarboxylase antibody positivity	4.754448578692532e-05	0.15376452
Glossitis	Early satiety	4.2520165072717376e-05	0.11480097
Limb fasciculations	Abnormal circulating aldosterone	4.1527089114850486e-05	0.18184903
Wide nasal bridge	Spinal rigidity	8.149257841690806e-05	0.096534885
Rotary nystagmus	Volvulus	5.527319809339079e-05	0.24574834
Narrow pelvis bone	Increased nuchal translucency	5.434348495495777e-05	0.2067039
Renal steatosis	Clavicular pseudarthrosis	4.513091349926087e-05	0.2175244
Lack of T cell function	Extrapulmonary tuberculosis	0.2085423994031909	0.33950478
Fragile nails	Peripheral nerve compression	4.982193529809303e-05	0.42193407
Elevated circulating growth hormone concentration	Glycogen accumulation in muscle fiber lysosomes	4.5130913499260864e-05	0.18096267
Abnormal oral glucose tolerance	Limited elbow flexion/extension	4.325406564155514e-05	0.16684744
Narrow foot	Nasal chondritis	4.384100649655963e-05	0.16127266
Decreased CSF homovanillic acid concentration	Exudative retinopathy	4.63062709617351e-05	0.030635111
Poor suck	Central nervous system degeneration	5.406232789246244e-05	0.1451511
Paralytic ileus	Progressive ptosis	4.2520165072717376e-05	0.34005553
Thick corpus callosum	Dorsocervical fat pad	4.846394887683536e-05	0.20640144
Platybasia	Recurrent Aspergillus infections	4.94196762868381e-05	0.14059709
Choroid plexus calcification	Antimitochondrial antibody positivity	4.325406564155514e-05	0.16597351
Mandibular prognathia	Septic arthritis	0.1444683530807662	-0.0054683797
EMG: chronic denervation signs	Acute necrotizing encephalopathy	4.546614712111239e-05	0.22788142
Keratoconus	Malformed lacrimal duct	4.859730955435236e-05	0.25586286
Thin skin	Laryngotracheal stenosis	5.310200520062155e-05	0.17813885
Pulmonary hypoplasia	Increased mean corpuscular volume	6.593439071643603e-05	0.13585378
Intellectual disability, borderline	Multiple pancreatic beta-cell adenomas	0.0726086080642295	0.0491857
Striae distensae	Pituitary gonadotropic cell adenoma	0.0001205101879826	0.0712981
Optic disc hypoplasia	Recurrent bronchiolitis	4.717802693158188e-05	0.13910766
Alveolar process hypoplasia	Peripheral tractional retinal detachment	4.1527089114850486e-05	0.24233416
Retinal dysplasia	Atypical pulmonary carcinoid tumor	0.0001140931428862	0.28417346
Intermittent claudication	Long eyebrows	4.9202003447767416e-05	-0.08158758
Absent nasal bridge	Mesomelic short stature	4.754448578692532e-05	0.3654849
Hyperkalemic metabolic acidosis	Increased factor IX activity	3.993272169545075e-05	0.20044109
Autism	Chemosis	5.24840599429044e-05	0.115950964
Proximal femoral epiphysiolysis	Uterine rupture	4.433252921306609e-05	0.31117654
